,S&P 500 (Live),FTSE 100 (Live),Nikkei 225 (Live),DAX (Live),Russel 2000 (Live),All Ordinaries (Live),CAC 40 (Live),Hang Seng (Live),KOSPI Composite Index (Live),AEX Index (Live),Swiss Market Index (Live),IBEX 35 (Live),S&P CNX Nifty (Live),IPC Mexico (Live),Bovespa Index (Live),S&P/TSX Composite Index (Live),Euro STOXX 50 (Live),FT Straits Times Index,FTSE MIB (Live)
,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel
DateID,SPX2.rk,FTSE2.rk,N2252.rk,GDAXI2.rk,RUT2.rk,AORD2.rk,FCHI2.rk,HSI2.rk,KS11.rk,AEX.rk,SSMI.rk,IBEX2.rk,NSEI.rk,MXX.rk,BVSP.rk,GSPTSE.rk,STOXX50E.rk,FTSTI.rk,FTSEMIB.rk
20020510,8.53E-05,4.92E-05,3.46E-05,0.000148565,6.78E-05,1.36E-05,0.000100588,8.54E-05,0.000324507,9.20E-05,3.70E-05,0.000118029,,2.61E-05,0.000307514,1.42E-05,0.000112216,2.51E-05,8.70E-05
20020513,7.58E-05,3.10E-05,2.32E-05,0.000131584,3.73E-05,1.37E-05,0.000101908,8.39E-05,0.000164286,6.92E-05,4.06E-05,0.000168881,,2.45E-05,0.000118249,1.74E-05,0.000137254,2.71E-05,7.58E-05
20020514,0.000144305,5.99E-05,6.60E-05,0.000117771,6.37E-05,1.24E-05,0.000117136,5.39E-05,0.000150324,9.73E-05,3.41E-05,0.000127192,,2.21E-05,0.000244971,1.07E-05,0.000118785,1.90E-05,0.000122399
20020515,0.000130204,4.19E-05,0.00015733,0.000153894,6.03E-05,6.73E-05,0.000111458,6.81E-05,7.80E-05,0.000101044,3.14E-05,0.000132593,,3.00E-05,0.000165393,2.29E-05,0.000141237,2.71E-05,0.0001102
20020516,5.41E-05,4.07E-05,8.00E-05,0.000117406,2.97E-05,3.89E-05,0.000111881,6.67E-05,0.000120198,5.49E-05,2.92E-05,9.85E-05,,2.32E-05,0.000130681,1.69E-05,0.000110095,3.37E-05,7.41E-05
20020517,6.07E-05,4.70E-05,9.05E-05,0.000139198,3.86E-05,1.38E-05,0.000113072,5.37E-05,8.68E-05,7.55E-05,2.72E-05,0.000102721,,1.99E-05,0.000109963,1.31E-05,0.000111308,3.70E-05,7.68E-05
20020520,7.06E-05,2.72E-05,8.22E-05,9.73E-05,1.75E-05,9.20E-06,8.56E-05,,0.000134733,5.22E-05,3.10E-05,8.15E-05,,2.24E-05,8.91E-05,,9.28E-05,2.33E-05,5.68E-05
20020521,7.46E-05,5.00E-05,2.51E-05,0.000147024,4.59E-05,1.04E-05,0.000118293,0.000133383,0.000186492,7.90E-05,3.78E-05,0.000108832,,3.08E-05,6.47E-05,1.07E-05,0.000132771,4.51E-05,8.71E-05
20020522,9.13E-05,7.03E-05,0.000114738,0.000240006,4.66E-05,1.39E-05,0.000164899,5.29E-05,0.0002542,0.000106275,4.55E-05,0.000117558,,2.94E-05,0.000460034,1.96E-05,0.000196121,2.12E-05,0.000107064
20020523,7.04E-05,9.28E-05,9.28E-05,0.000224881,5.76E-05,6.99E-06,0.000122614,7.97E-05,0.000334595,9.86E-05,4.44E-05,9.66E-05,,1.68E-05,0.000356126,1.76E-05,0.000164976,3.58E-05,0.000110525
20020524,5.54E-05,2.90E-05,7.88E-05,0.000136608,4.91E-05,9.19E-06,5.07E-05,5.96E-05,0.000135274,4.73E-05,3.07E-05,6.50E-05,,1.18E-05,0.00015952,7.20E-06,9.54E-05,2.54E-05,6.49E-05
20020527,,2.68E-05,7.47E-05,7.21E-05,,1.10E-05,5.85E-05,3.12E-05,0.000206138,3.66E-05,2.81E-05,5.65E-05,,5.68E-06,0.000158813,4.90E-06,5.34E-05,,4.21E-05
20020528,6.84E-05,7.73E-05,4.01E-05,0.000130869,6.61E-05,5.43E-06,8.91E-05,3.25E-05,0.000190305,4.65E-05,2.88E-05,8.96E-05,,3.42E-05,0.000108652,1.30E-05,0.00010296,6.49E-05,5.48E-05
20020529,4.52E-05,4.64E-05,5.45E-05,0.000133047,4.15E-05,9.38E-06,7.69E-05,6.59E-05,0.000177148,4.80E-05,2.32E-05,7.34E-05,,4.98E-05,0.000161012,1.28E-05,9.03E-05,3.09E-05,7.69E-05
20020530,0.000118516,7.80E-05,5.37E-05,0.00017283,7.08E-05,5.75E-06,0.000121912,6.51E-05,0.00017901,0.000101115,3.75E-05,0.000112605,,4.34E-05,,2.79E-05,0.000131763,5.29E-05,7.20E-05
20020531,8.30E-05,4.57E-05,0.000118883,0.000180929,4.80E-05,2.80E-05,0.000124483,8.86E-05,0.000219812,6.13E-05,2.34E-05,7.32E-05,,3.74E-05,6.96E-05,1.40E-05,0.000127561,4.99E-05,8.52E-05
20020603,0.000129529,,4.70E-05,0.000183773,8.41E-05,8.07E-06,0.000125744,5.49E-05,0.000290405,6.33E-05,1.85E-05,0.000104834,,2.22E-05,9.53E-05,2.32E-05,0.000133525,4.73E-05,0.000170713
20020604,0.000202861,,0.000109277,0.000264926,0.00011293,2.29E-05,0.000174496,5.73E-05,0.000194709,0.000129285,4.90E-05,0.000144741,,3.37E-05,7.94E-05,1.20E-05,0.000302901,3.45E-05,0.000130582
20020605,9.61E-05,0.000281696,6.33E-05,0.000154804,6.27E-05,7.86E-06,0.000123362,3.31E-05,0.00012196,9.10E-05,2.98E-05,0.000121033,,0.000116727,0.000125401,2.07E-05,0.000156043,3.71E-05,7.66E-05
20020606,0.00012627,5.48E-05,0.000118399,0.000179226,7.47E-05,1.07E-05,0.000131747,6.48E-05,,0.000105964,4.87E-05,0.000159585,,5.84E-05,0.000252125,9.26E-06,0.000161279,6.61E-05,0.000167791
20020607,0.000240978,0.000142047,7.30E-05,0.000451201,0.000152182,2.22E-05,0.000171242,3.11E-05,0.000115334,0.00011668,8.54E-05,0.000118648,,6.73E-05,0.000287193,1.14E-05,0.000411155,3.01E-05,0.000115127
20020610,0.000111342,8.23E-05,5.50E-05,0.000223938,5.74E-05,,0.000189055,4.35E-05,7.63E-05,0.000102089,6.78E-05,0.000128286,,2.62E-05,0.000135505,1.92E-05,0.000226336,6.22E-05,0.000107025
20020611,0.000119212,6.31E-05,4.30E-05,0.000177059,4.85E-05,2.69E-05,0.000145527,5.19E-05,0.000101745,8.57E-05,6.83E-05,0.000120413,,3.68E-05,0.000225315,1.77E-05,0.000171095,5.23E-05,0.000148837
20020612,0.000231243,0.000102105,8.51E-05,0.000223122,8.78E-05,9.80E-06,0.000157281,2.80E-05,0.000117186,0.000163537,7.85E-05,0.000110658,,2.19E-05,0.00033161,1.68E-05,0.000294444,4.38E-05,0.00010917
20020613,0.000128283,0.000142022,0.000118733,0.000375265,7.45E-05,1.37E-05,0.000296,2.80E-05,,0.000245996,0.000139456,0.000168877,,1.50E-05,0.000154226,1.71E-05,0.000342315,4.61E-05,0.000207992
20020614,0.000375054,0.000361807,0.00015501,0.000597069,0.000174688,1.32E-05,0.00050596,3.60E-05,0.000141241,0.000490157,0.000245989,0.000351394,,3.82E-05,0.00047371,3.34E-05,0.000518785,4.99E-05,0.000383303
20020617,0.000131327,0.000141524,0.000324628,0.000199832,6.78E-05,8.42E-06,0.000143982,2.86E-05,0.000169274,0.000133131,0.000131157,0.000114301,,2.03E-05,0.000143457,2.09E-05,0.000214178,4.86E-05,0.00017341
20020618,9.55E-05,0.000111134,0.000172527,0.000241967,5.76E-05,2.45E-05,0.000212164,4.34E-05,9.33E-05,0.000173733,0.000148488,0.000139399,,2.33E-05,0.000142566,1.84E-05,0.00022493,6.10E-05,0.000150297
20020619,0.000134686,0.000147426,0.00019205,0.00041157,0.000119246,1.22E-05,0.000148128,9.59E-05,0.000344509,0.000128339,0.000156391,8.02E-05,,3.44E-05,0.000248377,2.10E-05,0.000373735,7.87E-05,0.000146958
20020620,0.000129434,0.000168848,0.000243287,0.000336914,0.000150099,4.88E-05,0.000327378,8.53E-05,0.00028268,0.00026094,0.000255052,0.000136232,,2.91E-05,0.000370158,1.16E-05,0.000394292,0.000115589,0.000240201
20020621,0.000168728,0.000256287,0.000191943,0.000590123,0.000101278,3.73E-05,0.000670355,1.98E-05,0.000219714,0.000572572,0.000362825,0.000380884,,2.59E-05,0.000693192,2.02E-05,0.000622058,7.39E-05,0.000336098
20020624,0.00032667,0.000135261,0.000180952,0.000595319,0.000114864,9.85E-06,0.000522095,4.53E-05,0.000238867,0.000359075,0.000211646,0.000294719,,5.44E-05,0.000738248,4.02E-05,0.00049394,7.48E-05,0.000349159
20020625,0.000249627,0.000169262,0.000152488,0.000443239,0.000102186,1.88E-05,0.000283449,4.38E-05,0.00023829,0.000217979,0.000254312,0.00019242,,6.48E-05,0.00040292,2.06E-05,0.00050364,9.72E-05,0.000116194
20020626,0.000724485,0.00124956,0.000249903,0.002751937,0.000398414,4.82E-05,0.000510282,8.36E-05,0.000426367,0.000561274,0.000477187,0.000864133,,0.000180326,0.000313687,5.12E-05,0.00145868,0.000177948,0.000246736
20020627,0.000308121,0.00022873,0.000206615,0.000635949,0.000188876,5.39E-05,0.000343264,5.09E-05,0.000442786,0.000343964,0.000280564,0.000273938,,9.18E-05,0.00030389,3.93E-05,0.000525601,9.05E-05,0.000248111
20020628,0.000128888,0.000333114,0.000156152,0.000350497,9.86E-05,9.36E-06,0.000287983,5.02E-05,0.000249923,0.000267772,0.000233879,0.000219119,,6.05E-05,0.000227688,3.60E-05,0.000506009,8.41E-05,0.000221177
20020701,0.000164898,0.000161806,0.0001164,0.000418872,0.000109414,3.04E-05,0.000305487,,,0.000298992,0.000198252,0.000240548,,2.85E-05,0.000196646,,0.000340553,7.17E-05,0.000206725
20020702,0.000283209,0.000197613,0.000181573,0.000514914,0.000167026,3.75E-05,0.000372092,3.97E-05,0.000295737,0.000247944,0.000149221,0.000212348,,3.69E-05,0.000219631,6.67E-05,0.000523425,0.000116755,0.000202556
20020703,0.000232205,0.000217004,0.000298436,0.000578876,0.000148434,3.13E-05,0.000597631,7.35E-05,0.000274202,0.000701437,0.00048352,0.000402455,,7.02E-05,0.000420975,3.05E-05,0.00063421,0.000155212,0.000333262
20020704,,0.000270745,0.000129463,0.000507576,,1.56E-05,0.000174134,6.99E-05,0.000161835,0.000171231,9.06E-05,9.76E-05,,1.17E-05,9.13E-05,1.19E-05,0.000424505,0.00016327,0.000124336
20020705,0.000140534,0.000136803,0.000216312,0.000270967,5.10E-05,3.42E-05,0.000215168,5.34E-05,0.000246908,0.000291094,0.000184126,0.000189863,,3.67E-05,0.000333843,1.76E-05,0.000319186,0.000147773,0.000188663
20020708,0.000199049,0.000191704,0.000143643,0.000412298,0.000118516,1.62E-05,0.000324032,7.41E-05,0.000322861,0.000340743,0.000168537,0.000327862,5.08E-05,2.15E-05,9.77E-05,1.19E-05,0.000373338,0.000116668,0.000209451
20020709,0.000179058,0.00022149,0.000140817,0.000392624,6.43E-05,2.08E-05,0.000389248,4.15E-05,0.000258053,0.000332767,0.000178896,0.000352121,1.87E-05,4.25E-05,,1.44E-05,0.000398146,8.28E-05,0.000190477
20020710,0.000354669,0.000375034,0.000148265,0.000378332,0.000120115,2.10E-05,0.000340691,2.83E-05,0.000233886,0.000366891,0.000169857,0.000335193,4.43E-05,4.49E-05,0.000179244,3.48E-05,0.00070049,9.67E-05,0.000178049
20020711,0.000630331,0.000543986,0.000101714,0.000821913,0.000196641,7.89E-05,0.000644982,6.60E-05,0.000201845,0.000721026,0.000347104,0.000557945,4.67E-05,4.47E-05,0.000314758,3.71E-05,0.00107645,5.88E-05,0.00032786
20020712,0.000437767,0.000922864,0.000111609,0.001563807,0.000130237,2.30E-05,0.000771371,4.08E-05,0.000184926,0.000704506,0.000417433,0.000404906,6.45E-05,4.53E-05,0.000340141,2.74E-05,0.001222387,4.46E-05,0.000473166
20020715,0.000582734,0.00036966,0.000116466,0.00061924,0.000185002,6.09E-06,0.000593846,3.30E-05,0.000388708,0.000493362,0.000262828,0.000415981,5.41E-05,0.000127741,0.000265507,8.49E-05,0.000601665,6.49E-05,0.000513232
20020716,0.000590227,0.001643674,0.000191797,0.002448669,0.000144747,1.88E-05,0.001971013,6.46E-05,0.000371024,0.002116907,0.000843148,0.001125496,8.37E-05,4.31E-05,0.000200922,5.39E-05,0.002475565,8.91E-05,0.00130395
20020717,0.000791325,0.000593912,0.000207219,0.000761535,0.000254515,2.93E-05,0.000776975,7.53E-05,,0.000942274,0.000431967,0.000430986,7.01E-05,4.65E-05,0.000342624,4.51E-05,0.00086487,0.000114221,0.000419217
20020718,0.000265148,0.000369732,0.00014417,0.000582134,0.000140532,2.39E-05,0.000716399,7.19E-05,0.000179524,0.000742829,0.000295322,0.000530747,5.63E-05,1.72E-05,9.57E-05,1.92E-05,0.00074987,5.02E-05,0.000254456
20020719,0.000494008,0.000681193,0.000202207,0.000842574,0.00016399,4.30E-05,0.000441455,6.73E-05,0.000295423,0.000411852,0.000383094,0.000323334,4.42E-05,2.94E-05,0.000201836,4.66E-05,0.000904029,0.000122958,0.0002077
20020722,0.001214168,0.000593283,0.000332474,0.00104344,0.00033455,3.93E-05,0.00095876,5.43E-05,0.000217649,0.00086495,0.000643419,0.000703654,9.66E-05,9.42E-05,0.000561922,0.000174084,0.001132808,7.96E-05,0.000660322
20020723,0.000975093,0.000863825,0.000276555,0.001243958,0.000243157,5.16E-05,0.001236486,0.000146551,0.000388483,0.001725457,0.000841381,0.000845307,6.24E-05,9.74E-05,0.000639412,0.000127959,0.001570781,0.000136143,0.000659547
20020724,0.001423463,0.001622205,0.000229332,0.003522315,0.000465836,0.000109624,0.002752905,0.000180428,0.000251755,0.003080649,0.001320708,0.001189428,7.93E-05,0.000175253,0.000782027,0.000343648,0.003326391,0.000161335,0.001224737
20020725,0.001276082,0.001550989,0.000198666,0.002698441,0.000363186,0.000146544,0.001350084,0.000169029,0.000201377,0.001574188,0.001330955,0.000741602,0.000101866,7.65E-05,0.000364012,0.000262698,0.002530176,0.000147702,0.00065929
20020726,0.000407137,0.00053358,0.000317317,0.001494847,0.000109751,4.30E-05,0.00092521,0.000166375,0.000632989,0.001095989,0.000938858,0.000396075,0.000110999,6.40E-05,0.000793302,7.86E-05,0.001204523,9.79E-05,0.000578447
20020729,0.000440002,0.0002113,0.000229348,0.000558344,0.000191622,6.83E-05,0.000443739,0.000104587,0.000246007,0.000426352,0.000323389,0.000392858,0.000202212,6.52E-05,0.000773604,5.56E-05,0.000562217,6.70E-05,0.000215768
20020730,0.000470783,0.000570709,0.000234446,0.000787885,0.000243241,0.000135513,0.000646663,4.34E-05,0.000116977,0.000582126,0.000709475,0.000599965,9.94E-05,8.34E-05,0.000791358,5.01E-05,0.000721281,8.04E-05,0.000405946
20020731,0.000334551,0.000474853,0.000118988,0.000954579,9.24E-05,4.11E-05,0.000950085,8.31E-05,0.00019944,0.000929647,0.000636528,0.000680657,0.000279523,4.43E-05,0.000639995,7.68E-05,0.001024418,7.53E-05,0.000471988
20020801,0.000366916,0.000460753,0.000137554,0.00109215,8.67E-05,2.19E-05,0.000959719,0.000119165,0.000220637,0.000923287,0.000560817,0.000520488,0.000106236,6.78E-05,0.000451672,5.24E-05,0.000974438,4.52E-05,0.000348612
20020802,0.000342409,0.000303389,0.000154587,0.000803208,0.000112301,7.35E-05,0.000705829,8.21E-05,0.000186043,0.00066269,0.000646571,0.000437416,7.83E-05,5.03E-05,0.000415115,3.52E-05,0.000769955,6.72E-05,0.000310962
20020805,0.00025504,0.000329365,0.000113428,0.000859396,6.99E-05,4.90E-05,0.000730473,8.53E-05,0.000187109,0.000636459,0.000457902,0.000363845,5.80E-05,7.05E-05,0.000255338,,0.000770124,7.28E-05,0.00026831
20020806,0.000523883,0.000700709,0.000141865,0.001636958,0.000240882,8.46E-05,0.001078388,9.35E-05,0.000388537,0.001008386,0.000840308,0.000586887,4.74E-05,9.05E-05,0.000221436,4.16E-05,0.001359578,0.000103508,0.000463033
20020807,0.000609263,0.000302366,0.000156151,0.001144047,0.000170604,6.76E-05,0.000803512,8.34E-05,0.000171514,0.000818627,0.000805115,0.00063399,6.75E-05,8.31E-05,0.000398186,4.99E-05,0.00102252,9.36E-05,0.000445299
20020808,0.000291661,0.000374142,0.000189533,0.001186071,0.000101511,2.85E-05,0.00056461,7.64E-05,0.000139716,0.000757498,0.000442269,0.000631913,7.50E-05,6.74E-05,0.000849153,5.24E-05,0.000987731,0.000106652,0.000278917
20020809,0.000334834,0.000235827,0.000174495,0.00071274,0.000111629,5.65E-05,0.000428578,4.76E-05,0.000183097,0.000696979,0.000532016,0.000282625,0.000143859,8.55E-05,0.000308135,3.40E-05,0.000524979,,0.000335451
20020812,0.000329715,0.000201236,9.78E-05,0.000521109,8.94E-05,1.15E-05,0.000277497,6.56E-05,0.000191819,0.00027173,0.000244157,0.000284516,3.72E-05,3.63E-05,0.000162288,2.76E-05,0.000420522,8.59E-05,0.00018109
20020813,0.000321548,0.000183747,0.000141958,0.000562882,0.000120937,2.33E-05,0.000320189,6.66E-05,0.000106865,0.000433997,0.000266968,0.000240849,1.89E-05,5.78E-05,0.000376462,4.59E-05,0.000464607,0.00012156,0.000230398
20020814,0.000356227,0.00056797,6.92E-05,0.001161776,0.000173288,3.12E-05,0.000356211,9.43E-05,0.000132575,0.000333327,0.000352433,0.000334478,3.86E-05,5.66E-05,0.000804824,7.16E-05,0.000785187,0.000107552,0.000218319
20020815,0.000392849,0.00048972,0.000106259,0.000863487,9.81E-05,4.34E-05,0.000269458,9.43E-05,,0.000241104,0.000202134,,,4.94E-05,0.000266356,4.23E-05,0.000556581,6.30E-05,
20020816,6.44E-05,,,,2.11E-05,,,,,,,,,2.26E-05,8.65E-05,1.13E-05,,,
20020819,0.000119304,0.000170646,0.000150608,0.000422973,5.79E-05,1.68E-05,0.000359596,6.67E-05,0.000175,0.000283611,0.000212001,0.000283367,2.46E-05,6.59E-05,0.000257241,2.53E-05,0.000353924,4.42E-05,0.000206147
20020820,0.000207906,0.000144602,0.000134254,0.000498625,5.38E-05,4.85E-05,0.000335089,3.36E-05,0.000110739,0.000375756,0.00029281,0.000295643,2.31E-05,4.41E-05,0.000182004,2.34E-05,0.000294488,4.61E-05,0.000209007
20020821,0.000317684,0.000198741,0.000179081,0.000511704,0.000127586,1.78E-05,0.000342794,6.44E-05,0.000187758,0.000371911,0.000302432,0.000332355,5.73E-05,3.69E-05,0.000362155,2.38E-05,0.000434068,4.30E-05,0.000226185
20020822,0.000169085,0.00017034,0.000240282,0.00035573,4.48E-05,3.01E-05,0.000296313,3.92E-05,0.00014708,0.000401343,0.000257478,0.00020961,3.72E-05,2.95E-05,0.000184738,2.05E-05,0.000390006,4.27E-05,0.000161344
20020823,0.000167656,9.93E-05,0.000104101,0.000322008,6.80E-05,1.25E-05,0.000190405,7.48E-05,0.000128877,0.000243669,0.000180652,0.000188544,3.05E-05,2.56E-05,0.000247636,2.79E-05,0.000239092,2.78E-05,0.000157813
20020826,0.000158365,,0.000222631,0.000298014,0.000123107,1.06E-05,0.000211007,3.63E-05,5.79E-05,0.000203055,0.000221927,0.000179028,3.95E-05,3.64E-05,0.000268031,2.23E-05,0.000218373,5.59E-05,0.000147837
20020827,0.000246352,0.000222939,0.000118988,0.000670266,0.000111044,2.04E-05,0.000500396,6.67E-05,0.000111406,0.000607131,0.000327199,0.000214048,5.54E-05,5.90E-05,0.000390048,2.55E-05,0.000624795,7.72E-05,0.000240544
20020828,0.000182427,0.000170178,0.000104225,0.000336682,0.000106842,2.39E-05,0.000254736,9.97E-05,0.000105822,0.00023273,0.000180777,0.000137323,4.44E-05,4.28E-05,0.000277393,3.14E-05,0.000425085,3.87E-05,0.000117627
20020829,0.000345276,0.000245338,8.16E-05,0.000457659,9.14E-05,1.88E-05,0.00040874,4.92E-05,0.000103802,0.000425588,0.000328507,0.000300495,5.06E-05,6.84E-05,0.000341076,1.82E-05,0.000496583,4.12E-05,0.000237759
20020830,0.000203192,0.000169048,0.000129084,0.000416189,5.33E-05,1.78E-05,0.000309126,5.31E-05,9.09E-05,0.000353071,0.000293737,0.000235154,4.92E-05,3.01E-05,0.000265069,1.83E-05,0.000418248,6.25E-05,0.000269435
20020902,,0.000106915,7.14E-05,0.000210599,,1.62E-05,0.000156055,0.000115426,9.07E-05,0.000159532,0.000141483,0.000152776,9.53E-05,8.32E-06,0.000149629,,0.000208959,3.34E-05,0.000153589
20020903,0.000373436,0.000320776,0.000184514,0.000711615,0.000143441,1.14E-05,0.000602463,7.65E-05,0.00013538,0.000505387,0.000390821,0.000254327,5.47E-05,0.00076839,0.000470218,3.85E-05,0.000661803,0.000127302,0.000318993
20020904,0.000178571,0.000282985,0.000151511,0.000702776,8.64E-05,4.94E-05,0.000595221,8.65E-05,0.00010055,0.000500454,0.000328348,0.000370075,9.69E-05,3.21E-05,0.000256945,2.31E-05,0.000652393,4.40E-05,0.000339049
20020905,0.000423984,0.000366134,0.000193247,0.000717211,0.000133654,2.59E-05,0.000601855,6.39E-05,0.00011782,0.000593865,0.000452092,0.000349106,4.13E-05,2.80E-05,0.000357487,3.17E-05,0.000713365,7.66E-05,0.000437284
20020906,0.000300633,0.000403452,0.000214564,0.000673062,0.000116775,3.49E-05,0.000736832,6.31E-05,0.000158588,0.000610643,0.000445438,0.000397929,0.000119676,1.42E-05,0.00036657,2.07E-05,0.000816235,8.51E-05,0.000394565
20020909,0.000188931,0.000135162,0.000135136,0.000301064,8.93E-05,2.42E-05,0.000238484,7.28E-05,0.00014702,0.000192831,0.000198108,0.000198742,0.000178127,2.65E-05,0.000199907,1.39E-05,0.000272464,7.85E-05,0.000150567
20020910,7.03E-05,,,,5.75E-05,,,,,,,,,8.54E-06,7.62E-05,2.63E-05,,,
20020911,0.00016799,0.000178331,6.14E-05,0.000320801,4.22E-05,3.33E-05,0.000246259,4.09E-05,0.000105552,0.000248326,0.000179966,0.000239608,3.59E-05,4.23E-05,0.000177621,3.24E-05,0.000284079,2.71E-05,0.00018758
20020912,0.000153014,0.000270568,0.00012493,0.000375467,5.68E-05,1.16E-05,0.000313127,8.37E-05,0.000135946,0.000277255,0.00022368,0.000188541,3.48E-05,1.74E-05,0.000229073,2.50E-05,0.00046181,5.89E-05,0.000190731
20020913,0.000224273,0.000383239,0.000135507,0.000721554,7.44E-05,3.42E-05,0.000613664,6.85E-05,9.01E-05,0.00052926,0.000478423,0.000454336,4.88E-05,2.82E-05,9.35E-05,2.05E-05,0.000691816,7.18E-05,0.000309674
20020916,0.000121954,0.000233453,,0.000478794,3.98E-05,1.22E-05,0.000434166,6.97E-05,0.00016421,0.000344591,0.000339146,0.00030957,4.20E-05,,0.000288665,2.87E-05,0.000456281,5.79E-05,0.0003097
20020917,0.000253988,0.000496707,0.000152099,0.001147426,8.97E-05,2.40E-05,0.000363051,0.000134566,0.000129276,0.000339575,0.000242709,0.000263657,3.97E-05,2.97E-05,0.000220427,2.00E-05,0.000738169,7.64E-05,0.00022692
20020918,0.000260901,0.000380898,0.000512185,0.000917964,0.000107707,2.97E-05,0.00047723,0.000136125,0.000113061,0.000619685,0.000309737,0.000223775,2.55E-05,4.88E-05,0.000184694,2.84E-05,0.000816434,6.65E-05,0.000294711
20020919,0.000343549,0.000441104,0.000758939,0.001036933,0.000109518,3.01E-05,0.000867191,6.27E-05,0.000165779,0.000980994,0.000472826,0.000344863,6.42E-05,9.81E-05,0.000239057,2.26E-05,0.000999059,6.07E-05,0.000701953
20020920,0.000189883,0.001742877,0.000205786,0.001057805,0.000137911,4.02E-05,0.000976085,3.60E-05,,0.000880403,0.000404814,0.000501418,5.79E-05,5.06E-05,0.000219248,2.21E-05,0.001243971,6.37E-05,0.000641691
20020923,0.000307362,0.000376108,,0.001092722,8.81E-05,2.27E-05,0.000710699,6.76E-05,0.000115931,0.00074301,0.000382839,0.000442252,4.51E-05,6.48E-05,0.000544151,4.41E-05,0.000831477,4.67E-05,0.000533665
20020924,0.000469039,0.000607517,0.000173637,0.001804926,0.00016106,2.12E-05,0.001225335,3.87E-05,0.000175945,0.001504129,0.000800243,0.00064319,5.04E-05,7.38E-05,0.000439894,9.89E-05,0.001654127,9.36E-05,0.001316257
20020925,0.000414813,0.000535339,0.000387965,0.001846608,0.000150465,5.85E-05,0.001270599,0.000109157,0.000132943,0.001217937,0.000824369,0.000790472,3.09E-05,4.42E-05,0.000149099,5.49E-05,0.001287326,0.000179401,0.000777052
20020926,0.000259506,0.000377801,0.000186037,0.00094635,9.34E-05,3.91E-05,0.000657154,4.70E-05,0.000145681,0.000639048,0.000421026,0.000435524,2.72E-05,5.56E-05,0.000160422,3.21E-05,0.000831616,7.52E-05,0.000352001
20020927,0.000250963,0.00034174,0.000235941,0.000927385,9.48E-05,5.29E-05,0.000570264,6.27E-05,0.000152652,0.000662224,0.000395335,0.000376549,2.21E-05,6.73E-05,0.000239285,1.69E-05,0.000738185,8.27E-05,0.000328647
20020930,0.000599516,0.000621153,0.000226078,0.001302581,0.000169128,7.43E-05,0.00067317,7.85E-05,0.00015095,0.000669156,0.000379413,0.000376525,3.41E-05,8.80E-05,0.000622782,5.95E-05,0.001265931,4.73E-05,0.000273063
20021001,0.000382074,0.000465444,0.000135096,0.00109139,0.000154556,2.02E-05,0.000698937,,0.000197627,0.000650464,0.000529788,0.000464854,4.41E-05,6.51E-05,0.000299453,6.39E-05,0.000836639,8.41E-05,0.000506337
20021002,0.000271085,0.000742494,0.000127914,0.001051227,0.00010652,5.15E-05,0.000538344,0.00011284,0.000145625,0.000445313,0.000251283,0.000305442,,8.02E-05,0.000346254,5.29E-05,0.001056009,8.32E-05,0.000264423
20021003,0.000440237,0.000443329,0.000167599,0.002201995,0.000131284,1.77E-05,0.000800106,0.000101201,,0.000830845,0.000471214,0.000529315,5.27E-05,7.04E-05,0.000268858,4.95E-05,0.001231376,4.24E-05,0.000418923
20021004,0.000700953,0.000214526,0.000193669,0.000737099,0.000308661,1.84E-05,0.000557319,5.78E-05,0.000259298,0.000496336,0.000268193,0.00037275,2.85E-05,6.83E-05,0.000340283,0.000168394,0.000606902,8.14E-05,0.000232511
20021007,0.000396607,0.000372466,0.000201448,0.001015426,7.85E-05,1.27E-05,0.000500717,4.84E-05,9.70E-05,0.000439311,0.000228606,0.000341626,4.21E-05,3.25E-05,0.000329776,4.30E-05,0.00084214,0.000119888,0.000318988
20021008,0.000690114,0.000261633,0.000188776,0.000806033,0.000147727,2.84E-05,0.000429749,5.06E-05,0.000227637,0.000385923,0.000204309,0.000208056,2.58E-05,2.74E-05,0.000538422,6.86E-05,0.000510299,0.000189745,0.000323226
20021009,0.000645246,0.000264482,0.000128749,0.000786787,0.000221622,3.31E-05,0.000563924,7.15E-05,0.000230764,0.000633288,0.000329667,0.000289337,3.77E-05,5.10E-05,0.00046084,7.62E-05,0.000580342,0.000136221,0.000376559
20021010,0.00056256,0.000603088,0.00039022,0.001908,0.000149481,5.31E-05,0.000939196,5.08E-05,0.000336957,0.000945445,0.000561476,0.000493492,8.10E-05,3.49E-05,0.000329786,7.88E-05,0.001271402,8.11E-05,0.000817193
20021011,0.000458467,0.000357536,0.000176984,0.000913137,0.000162105,5.97E-05,0.000536593,6.87E-05,0.000392206,0.000455436,0.000383514,0.000339017,6.85E-05,4.22E-05,0.000590837,8.17E-05,0.000616104,4.18E-05,0.000255648
20021014,0.00026485,0.000232842,,0.001164861,7.49E-05,4.02E-05,0.000588807,,0.00023048,0.000578316,0.000327332,0.000360847,4.06E-05,2.95E-05,0.000630102,,0.000620713,4.33E-05,0.000260178
